time,target_1,target_2,target_3,target_4,target_5,target_6,noise_signal_1,noise_signal_2,noise_signal_3,noise_signal_4,noise_signal_5,noise_signal_6,robot_actual_1,robot_actual_2,robot_actual_3,robot_actual_4,robot_actual_5,robot_actual_6
1.0967254638671875e-05,-0.0001168059946265922,-0.2730100215233563,0.3804345585853174,-0.01600353608439488,0.004271570639943064,0.0,-0.017051472532000355,-0.2814078815777457,0.43390376979464024,-0.02603691819742694,0.004271570639943064,0.0,0.3516483516483517,-99.73626373626374,94.94505494505495,59.824175824175825,0.04395604395604396,0.5996002664890073
0.016746044158935547,-0.0016915442089395162,-0.33062156830083556,0.43636524895212725,-0.012503868615521208,0.007939707578946409,0.0,-0.0005163160565754639,-0.3484574193231109,0.4554645658826344,0.006453794433356603,0.007939707578946409,0.0,0.3516483516483517,-99.73626373626374,94.94505494505495,59.824175824175825,0.04395604395604396,0.5996002664890073
0.03363156318664551,-0.003449473473554161,-0.3391183637446122,0.4464672983795104,-0.016415185807745016,0.010854303508544768,0.0,-0.012933860655056912,-0.30070686385358225,0.3719043591777171,-0.003838072071171308,0.010854303508544768,0.0,0.3516483516483517,-99.73626373626374,94.94505494505495,59.824175824175825,0.04395604395604396,0.5996002664890073
0.05073857307434082,-0.0052115074485697445,-0.3407997751594262,0.45008993767337757,-0.020563686658597376,0.01320465228913616,0.0,-0.0018062946939837229,-0.39672829712872415,0.4340968464412288,-0.08020553227401755,0.01320465228913616,0.0,0.3516483516483517,-99.73626373626374,94.94505494505495,59.64835164835165,0.04395604395604396,0.5996002664890073
0.0678567886352539,-0.007000061923761451,-0.34104776549039306,0.4525658881864441,-0.025127683303255707,0.015390740200894395,0.0,0.01805469554602073,-0.3384037504644077,0.43467755156390275,0.0019089532762754033,0.015390740200894395,0.0,0.26373626373626374,-99.2967032967033,94.85714285714286,59.032967032967036,-0.3076923076923077,0.5329780146568954
0.08478403091430664,-0.008776826406943904,-0.34075819640877597,0.4545437299797277,-0.02976118627304592,0.017427180675887007,0.0,-0.07544156147781167,-0.2812660448494707,0.5412398227788193,-0.04403810202420015,0.017427180675887007,0.0,0.0,-97.89010989010988,94.15384615384616,57.89010989010989,-0.5714285714285714,0.5329780146568954
0.10152411460876465,-0.010556117915060531,-0.3402532569397229,0.4567478642647314,-0.03513882127585259,0.01946600208922127,0.0,-0.029732460805274447,-0.3216679877267207,0.5370535527070991,-0.058313643510757275,0.01946600208922127,0.0,-0.17582417582417584,-95.6923076923077,93.0989010989011,56.48351648351648,-0.6593406593406593,0.5329780146568954
0.1184380054473877,-0.01233832901281827,-0.33971030022619836,0.4587831413794048,-0.04034812738808858,0.021354654656540868,0.0,-0.007955802753113615,-0.3442944541682933,0.4779391487620561,-0.06956059374087989,0.021354654656540868,0.0,-0.08791208791208792,-93.58241758241758,91.42857142857143,54.285714285714285,-0.6593406593406593,0.5329780146568954
0.1352074146270752,-0.014110181110214618,-0.33916498006097257,0.460722690383968,-0.04539106661846105,0.02310523258310129,0.0,-0.022407943884377897,-0.37114168173831563,0.45285527765714656,-0.048579440321482634,0.02310523258310129,0.0,0.26373626373626374,-91.03296703296704,89.23076923076923,51.73626373626374,-0.6593406593406593,0.5329780146568954
0.15226149559020996,-0.01592423676932887,-0.3386056982116054,0.4630267923670279,-0.05106804910338343,0.02482702533186732,0.0,-0.0369529635589273,-0.2812691115151194,0.4675458913303933,-0.016817884591140718,0.02482702533186732,0.0,0.5274725274725275,-87.86813186813187,86.41758241758242,48.747252747252745,-0.7472527472527473,0.5329780146568954
0.16930890083312988,-0.017732477558545262,-0.3380955164830434,0.46521283538687197,-0.05650575740998271,0.026415424787952505,0.0,-0.042522018394058725,-0.3089953243791042,0.3623320240147628,-0.06681002315851292,0.026415424787952505,0.0,0.26373626373626374,-84.43956043956044,82.9010989010989,45.31868131868132,-0.8351648351648352,0.5329780146568954
0.1863720417022705,-0.019544171986860117,-0.33760958299602944,0.4673041408489833,-0.06173197642242759,0.02788006782575762,0.0,-0.05479111418688362,-0.31861382904655994,0.47754906448433504,-0.06293968523158462,0.02788006782575762,0.0,-0.26373626373626374,-80.57142857142857,79.20879120879121,41.53846153846154,-0.8351648351648352,0.5329780146568954
0.2032938003540039,-0.02135764599649932,-0.33713729060289044,0.46975535404009156,-0.06752378159515644,0.02930319625632824,0.0,0.022059085716510166,-0.35300542703340704,0.45419444173429796,-0.012430443792437733,0.02930319625632824,0.0,-1.1428571428571428,-76.26373626373626,75.25274725274726,37.582417582417584,-0.7472527472527473,0.5329780146568954
0.22039484977722168,-0.023180474311107504,-0.33670743488551047,0.4720590134900949,-0.07303650769350943,0.03060999988494516,0.0,-0.05515991004188464,-0.3638608744193356,0.4982412559466585,-0.08414385102795563,0.03060999988494516,0.0,-1.6703296703296704,-72.13186813186813,71.2967032967033,33.18681318681319,-0.6593406593406593,0.5329780146568954
0.23749923706054688,-0.02501682634496514,-0.3362944155972542,0.4746819832414596,-0.07904490713773712,0.031863321682310514,0.0,-0.042237133494290424,-0.3361974322693378,0.4743599691710839,-0.11689556061915518,0.031863321682310514,0.0,-1.934065934065934,-67.82417582417582,67.07692307692308,28.967032967032967,-0.6593406593406593,0.5329780146568954
0.25426673889160156,-0.026817004968733467,-0.3359225268363858,0.47713989161915876,-0.08473055168651306,0.03301400602559592,0.0,-0.0334726064377804,-0.3118446990246993,0.5202868712297932,-0.07903038497617096,0.03301400602559592,0.0,-2.10989010989011,-63.42857142857143,62.94505494505494,24.571428571428573,-0.6593406593406593,0.5329780146568954
0.2711963653564453,-0.02863903998100576,-0.3355685436592976,0.47986413823253465,-0.09081895285999417,0.034105491497868304,0.0,-0.09650912809152565,-0.28853286956433666,0.4564687363968885,-0.06118354721780598,0.034105491497868304,0.0,-2.197802197802198,-58.76923076923077,58.637362637362635,20.263736263736263,-0.6593406593406593,0.5329780146568954
0.28811192512512207,-0.03045792496797514,-0.3352433761064612,0.4823832355455521,-0.09653934237249719,0.03510316424458904,0.0,-0.0026987343515920102,-0.3863828622762376,0.5322274315348812,-0.08307198672501975,0.03510316424458904,0.0,-2.10989010989011,-54.285714285714285,54.417582417582416,16.043956043956044,-0.6593406593406593,0.5329780146568954
0.30484580993652344,-0.032267612071269006,-0.33494084618842507,0.48511694405366523,-0.10255559775451138,0.036043410047189195,0.0,-0.03347830314366328,-0.3508191489858717,0.47037464724681055,-0.10272306494478385,0.036043410047189195,0.0,-1.934065934065934,-49.62637362637363,50.10989010989011,12.087912087912088,-0.6593406593406593,0.5329780146568954
0.3219609260559082,-0.034115317775100566,-0.33466049119754615,0.4879508095694908,-0.10872976645937196,0.03691994996588935,0.0,-0.02091649604538684,-0.34276921624443457,0.47283806688436913,-0.08819301935346428,0.03691994996588935,0.0,-1.7582417582417582,-45.05494505494506,46.15384615384615,8.483516483516484,-0.6593406593406593,0.5329780146568954
0.3386974334716797,-0.035928298996674074,-0.33440542103265286,0.49054106008058285,-0.1144564574706281,0.037720857896818845,0.0,-0.024083894768518896,-0.3588221481844876,0.5049027632858384,-0.11771644530683281,0.037720857896818845,0.0,-1.7582417582417582,-40.65934065934066,42.46153846153846,5.230769230769231,-0.8351648351648352,0.5329780146568954
0.3556654453277588,-0.037769988331377805,-0.33417460907634444,0.4934726147236847,-0.12069073604055826,0.038475916772913316,0.0,-0.062424970486207904,-0.3038067400646073,0.5289323917556866,-0.14234230865949252,0.038475916772913316,0.0,-1.6703296703296704,-36.43956043956044,39.2967032967033,2.5934065934065935,-0.8351648351648352,0.5329780146568954
0.3725275993347168,-0.039602871811891496,-0.3339645544103102,0.49629489764835577,-0.12673654280177846,0.03917253852212127,0.0,-0.08343687905694658,-0.3347718860589744,0.42577715388037257,-0.1491187038544758,0.03917253852212127,0.0,-1.6703296703296704,-32.57142857142857,36.747252747252745,0.3076923076923077,-0.8351648351648352,0.5329780146568954
0.3896164894104004,-0.041462355659418526,-0.3337783264447084,0.499284947563629,-0.13301937901491379,0.039821234132599866,0.0,-0.07573206830765149,-0.3400681764198995,0.4479568943656063,-0.15950087855424283,0.039821234132599866,0.0,-1.6703296703296704,-29.406593406593405,34.72527472527472,-1.3626373626373627,-0.8351648351648352,0.5329780146568954
0.406707763671875,-0.04332719343630497,-0.33361065496511794,0.5023966381040363,-0.13949084967041833,0.04042541772920005,0.0,-0.020540900408814334,-0.2845376823029393,0.5233451732156649,-0.11653415428004649,0.04042541772920005,0.0,-1.934065934065934,-26.24175824175824,33.494505494505496,-2.857142857142857,-0.8351648351648352,0.5329780146568954
0.4236259460449219,-0.04517769039296136,-0.3334700290582743,0.5050913371234019,-0.14525006731660636,0.04097773872977464,0.0,-0.11553736964847713,-0.3438316171319289,0.4735205844287382,-0.14257926076802666,0.04097773872977464,0.0,-2.4615384615384617,-23.78021978021978,32.7032967032967,-4.087912087912088,-0.8351648351648352,0.5329780146568954
0.44054555892944336,-0.047037895358435305,-0.33338726329362056,0.5074845699315647,-0.150401444353723,0.041483466295971695,0.0,0.018189101717771744,-0.32937005953892684,0.5996245455002385,-0.18053319782555072,0.041483466295971695,0.0,-2.901098901098901,-22.021978021978022,32.175824175824175,-5.054945054945055,-0.8351648351648352,0.5329780146568954
0.45763278007507324,-0.04892453148011341,-0.33335798099511726,0.5096569321080128,-0.15505791651649312,0.041948588344328484,0.0,-0.07670083944252383,-0.35637950134049917,0.5217756013355987,-0.15245269273017764,0.041948588344328484,0.0,-3.340659340659341,-20.615384615384617,32.0,-5.670329670329671,-0.8351648351648352,0.5329780146568954
0.47468066215515137,-0.05081508602084313,-0.33337714566644916,0.5116509190643981,-0.15927920451449334,0.042380397108732204,0.0,-0.08331722041438756,-0.32104976932457713,0.5590772065846467,-0.21614326060790034,0.042380397108732204,0.0,-3.78021978021978,-19.824175824175825,32.08791208791209,-5.934065934065934,-0.7472527472527473,0.5329780146568954
0.4915506839752197,-0.05269447450765981,-0.3334436217165046,0.5134853359966222,-0.16310086461374748,0.04278875079200999,0.0,-0.052484266458450834,-0.32634827508741615,0.5427123138483279,-0.09714940748157261,0.04278875079200999,0.0,-4.21978021978022,-19.736263736263737,32.175824175824175,-6.197802197802198,-0.6593406593406593,0.5329780146568954
0.5083553791046143,-0.05456034457495426,-0.33355911567885155,0.5151760356847013,-0.16653454013963592,0.04317322166892536,0.0,-0.07714044074401924,-0.3031014056606624,0.5341297512633211,-0.17220785104952316,0.04317322166892536,0.0,-4.3076923076923075,-19.824175824175825,32.527472527472526,-6.813186813186813,-0.6593406593406593,0.5329780146568954
0.5252726078033447,-0.056438376684127434,-0.3337335852431831,0.5167169274034913,-0.16958096071933043,0.04353752013754249,0.0,-0.0791167658594501,-0.31859833976276275,0.5230552824625208,-0.20928110460331134,0.04353752013754249,0.0,-4.3076923076923075,-20.087912087912088,32.967032967032964,-7.6923076923076925,-0.6593406593406593,0.5329780146568954
0.5421912670135498,-0.05831696974109663,-0.3339662971756627,0.5181290869997185,-0.17227956502028652,0.04388541927109049,0.0,-0.053831248301149846,-0.30926987544930024,0.5444962946225053,-0.1791828477862754,0.04388541927109049,0.0,-4.3076923076923075,-20.263736263736263,33.23076923076923,-8.483516483516484,-0.6593406593406593,0.5329780146568954
0.5589592456817627,-0.06017475326792053,-0.334260689970128,0.5194207326176661,-0.17463697668481382,0.044204250743908456,0.0,-0.040728877775438356,-0.33288386075195875,0.5458168172866983,-0.1757096213760849,0.044204250743908456,0.0,-4.3076923076923075,-20.175824175824175,33.31868131868132,-9.098901098901099,-0.6593406593406593,0.5329780146568954
0.5760200023651123,-0.062069119939118955,-0.334620239251737,0.5206120723170158,-0.17670351241718874,0.044506349264296245,0.0,-0.11288482987562848,-0.34277577555233585,0.5636064086268177,-0.17438660527537425,0.044506349264296245,0.0,-4.131868131868132,-19.64835164835165,33.31868131868132,-9.626373626373626,-0.6593406593406593,0.5329780146568954
0.5929415225982666,-0.06394926256365147,-0.33503610560699604,0.5217330537544083,-0.1785344101214765,0.044790046384660616,0.0,-0.10234772385791564,-0.3279077778600116,0.5340092877387929,-0.1582180653094846,0.044790046384660616,0.0,-3.956043956043956,-18.945054945054945,33.142857142857146,-9.89010989010989,-0.7472527472527473,0.5329780146568954
0.6100175380706787,-0.06584659223447258,-0.3355190302953303,0.5227982941373658,-0.180147981798347,0.04504922985644697,0.0,-0.061720127742153234,-0.33289992360218795,0.5186544625593187,-0.09472585768730295,0.04504922985644697,0.0,-3.868131868131868,-18.593406593406595,33.142857142857146,-9.978021978021978,-0.7472527472527473,0.5329780146568954
0.6270990371704102,-0.06774904230297447,-0.3360673472994255,0.5238178483232434,-0.18157919381134166,0.04528328981608873,0.0,-0.03604716675593632,-0.3053287637493966,0.5489189389671112,-0.19644260835263683,0.04528328981608873,0.0,-3.6923076923076925,-18.32967032967033,33.40659340659341,-9.714285714285714,-0.7472527472527473,0.5329780146568954
0.6441359519958496,-0.06964683285897932,-0.3366730721858304,0.524811330159866,-0.1828558695467738,0.04548954332269515,0.0,-0.09010806872973653,-0.38851395605774236,0.486854011138185,-0.14809954000453976,0.04548954332269515,0.0,-3.6043956043956045,-18.153846153846153,33.67032967032967,-9.274725274725276,-0.6593406593406593,0.5329780146568954
0.6610589027404785,-0.0715323125520799,-0.3373278796079746,0.5258252659536018,-0.18407222251116998,0.04567007504044114,0.0,-0.08670009014928254,-0.312785071165243,0.565628114727279,-0.16027566596460313,0.04567007504044114,0.0,-3.4285714285714284,-17.89010989010989,33.75824175824176,-8.659340659340659,-0.6593406593406593,0.5329780146568954
